date,ticker,market_cap
2024-08-22,GOOGL,1981139753993
2024-08-22,INTC,101022600000
2024-08-22,KLAC,104306458000
2024-08-22,LRCX,104510134900
2024-08-22,META,1350263463947
2024-08-22,MSFT,3086884086500
2024-08-22,MU,117750201400
2024-08-22,NFLX,290124120000
2024-08-22,NVDA,2997106540000
2024-08-22,PANW,119087288581
2024-08-22,PEP,240060840000
2024-08-22,QCOM,178126000000
2024-08-22,STX,23147159670
2024-08-22,TMUS,212588294411
2024-08-22,TSLA,791179975200
2024-08-22,TXN,185449650610
2024-08-23,AAPL,3331679835040
2024-08-23,ADI,111245808837
2024-08-23,AMAT,160911670530
2024-08-23,AMD,252710388000
2024-08-23,AMGN,177455990400
2024-08-23,AMZN,1904436984000
2024-08-23,ASML,349674326515
2024-08-23,AVGO,791471008800
2024-08-23,COST,389911171590
2024-08-23,CSCO,199988394851
2024-08-23,GILD,95253240733
2024-08-23,GOOG,2028465094226
2024-08-23,GOOGL,2003152417927
2024-08-23,INTC,103234040000
2024-08-23,KLAC,106827578400
2024-08-23,LRCX,105973301800
2024-08-23,META,1340287460688
2024-08-23,MSFT,3096095339700
2024-08-23,MU,116157761500
2024-08-23,NFLX,289155636000
2024-08-23,NVDA,3133470770000
2024-08-23,PANW,119523455828
2024-08-23,PEP,240238420000
2024-08-23,QCOM,182869000000
2024-08-23,STX,23411749890
2024-08-23,TMUS,214904212503
2024-08-23,TSLA,827460230400
2024-08-23,TXN,191010318840
2024-08-26,AAPL,3336673536080
2024-08-26,ADI,109891706869
2024-08-26,AMAT,155798574570
2024-08-26,AMD,244573694000
2024-08-26,AMGN,176365780240
2024-08-26,AMZN,1887871050000
2024-08-26,ASML,340443565630
2024-08-26,AVGO,759404919600
2024-08-26,COST,395809442290
2024-08-26,CSCO,200185466585
2024-08-26,GILD,95551217503
2024-08-26,GOOG,2034522745466
2024-08-26,GOOGL,2009683647885
2024-08-26,INTC,101173380000
2024-08-26,KLAC,104371772000
2024-08-26,LRCX,102409177300
2024-08-26,META,1322823108928
2024-08-26,MSFT,3071581520700
2024-08-26,MU,111707964900
2024-08-26,NFLX,289871472000
2024-08-26,NVDA,3062987660000
2024-08-26,PANW,118283105220
2024-08-26,PEP,240375020000
2024-08-26,QCOM,178642460000
2024-08-26,STX,23490230040
2024-08-26,TMUS,216906291228
2024-08-26,TSLA,800757061200
2024-08-26,TXN,189526867250
2024-08-27,AAPL,3349157788680
2024-08-27,ADI,112926259122
2024-08-27,AMAT,155433353430
2024-08-27,AMD,245405300000
2024-08-27,AMGN,176446736440
2024-08-27,AMZN,1862269152000
2024-08-27,ASML,342975761831
2024-08-27,AVGO,767825836200
2024-08-27,COST,403078063100
2024-08-27,CSCO,199870151811
2024-08-27,GILD,95600880298
2024-08-27,GOOG,2015744026622
2024-08-27,GOOGL,1991783239851
2024-08-27,INTC,100871820000
2024-08-27,KLAC,106174438400
2024-08-27,LRCX,102596762800
2024-08-27,META,1317695494021
2024-08-27,MSFT,3074181471200
2024-08-27,MU,110522105400
2024-08-27,NFLX,292945356000
2024-08-27,NVDA,3107554300000
2024-08-27,PANW,119332632657
2024-08-27,PEP,239459800000
2024-08-27,QCOM,183322220000
2024-08-27,STX,22582102590
2024-08-27,TMUS,220802228205
2024-08-27,TSLA,785734181200
2024-08-27,TXN,191747494170
2024-08-28,AAPL,3326539260440
2024-08-28,ADI,110651562650
2024-08-28,AMAT,153146751510
2024-08-28,AMD,238654616000
2024-08-28,AMGN,177828388920
2024-08-28,AMZN,1837312680000
2024-08-28,ASML,342301280347
2024-08-28,AVGO,752554004400
2024-08-28,COST,393831525950
2024-08-28,CSCO,196480518000
2024-08-28,GILD,97537729301
2024-08-28,GOOG,1992967257960
2024-08-28,GOOGL,1969649627215
2024-08-28,INTC,98559860000
2024-08-28,KLAC,105064100400
2024-08-28,LRCX,100683390700
2024-08-28,META,1311806352148
2024-08-28,MSFT,3050113358000
2024-08-28,MU,107133935400
2024-08-28,NFLX,287934504000
2024-08-28,NVDA,3042399810000
2024-08-28,PANW,119414414016
2024-08-28,PEP,237574720000
2024-08-28,QCOM,181129900000
2024-08-28,STX,22254728250
2024-08-28,TMUS,217966851850
2024-08-28,TSLA,772739390000
2024-08-28,TXN,189062719820
2024-08-29,AAPL,3375007535240
2024-08-29,ADI,112463526435
2024-08-29,AMAT,153218207820
2024-08-29,AMD,237235994000
2024-08-29,AMGN,178648745080
2024-08-29,AMZN,1851512052000
2024-08-29,ASML,342139404791
2024-08-29,AVGO,746607029400
2024-08-29,COST,393201785770
2024-08-29,CSCO,198608892719
2024-08-29,GILD,98642726489
2024-08-29,GOOG,1979640425232
2024-08-29,GOOGL,1956708116002
2024-08-29,INTC,101173380000
2024-08-29,KLAC,103953762400
2024-08-29,LRCX,99707946100
2024-08-29,META,1315461681587
2024-08-29,MSFT,3068833001600
2024-08-29,MU,107935802300
2024-08-29,NFLX,291597900000
2024-08-29,NVDA,2848147390000
2024-08-29,PANW,122065493063
2024-08-29,PEP,235074940000
2024-08-29,QCOM,178642460000
2024-08-29,STX,21871296660
2024-08-29,TMUS,216527519577
2024-08-29,TSLA,774729921600
2024-08-29,TXN,192111531370
2024-08-30,AAPL,3363404524000
2024-08-30,ADI,114387520239
2024-08-30,AMAT,156616352340
2024-08-30,AMD,242241936000
2024-08-30,AMGN,180170721640
2024-08-30,AMZN,1920142350000
2024-08-30,ASML,348367759525
2024-08-30,AVGO,774629175600
2024-08-30,COST,395751790020
2024-08-30,CSCO,199200107919
2024-08-30,GILD,98084020046
2024-08-30,GOOG,2000357592473
2024-08-30,GOOGL,1976059908470
2024-08-30,INTC,110773040000
2024-08-30,KLAC,107036583200
2024-08-30,LRCX,102671797000
2024-08-30,META,1323305409340
2024-08-30,MSFT,3098695290200
2024-08-30,MU,108692493600
2024-08-30,NFLX,295345512000
2024-08-30,NVDA,2891260770000
2024-08-30,PANW,123598893539
2024-08-30,PEP,236154080000
2024-08-30,QCOM,184766200000
2024-08-30,STX,22321996950
2024-08-30,TMUS,215055721164
2024-08-30,TSLA,804137209200
2024-08-30,TXN,195069333620
2024-09-03,AAPL,3271902296120
2024-09-03,ADI,106530806300
2024-09-03,AMAT,145588261830
2024-09-03,AMD,223294364000
2024-09-03,AMGN,178378891080
2024-09-03,AMZN,1895938875000
2024-09-03,ASML,325828515411
2024-09-03,AVGO,726910648200
2024-09-03,COST,389627345030
2024-09-03,CSCO,197308219280
2024-09-03,GILD,98953118958
2024-09-03,GOOG,1921608126353
2024-09-03,GOOGL,1903248789306
2024-09-03,INTC,101022600000
2024-09-03,KLAC,96847599200
2024-09-03,LRCX,95756144900
2024-09-03,META,1299063467579
2024-09-03,MSFT,3041496379200
2024-09-03,MU,100041366200
2024-09-03,NFLX,284355324000
2024-09-03,NVDA,2615868000000
2024-09-03,PANW,120995520285
2024-09-03,PEP,242519640000
2024-09-03,QCOM,172054960000
2024-09-03,STX,21700882620
2024-09-03,TMUS,217014511699
2024-09-03,TSLA,790954632000
2024-09-03,TXN,183684070190
2024-09-04,AAPL,3243702572600
2024-09-04,ADI,108035905250
2024-09-04,AMAT,144802242420
2024-09-04,AMD,229702622000
2024-09-04,AMGN,178449053120
2024-09-04,AMZN,1864528143000
2024-09-04,ASML,312758991337
2024-09-04,AVGO,733238229600
2024-09-04,COST,394705179580
2024-09-04,CSCO,195889302801
2024-09-04,GILD,98245424130
2024-09-04,GOOG,1911915884369
2024-09-04,GOOGL,1892242457340
2024-09-04,INTC,97655180000
2024-09-04,KLAC,97330922800
2024-09-04,LRCX,95593570800
2024-09-04,META,1301551122336
2024-09-04,MSFT,3037485027000
2024-09-04,MU,100843233100
2024-09-04,NFLX,286208076000
2024-09-04,NVDA,2572512410000
2024-09-04,PANW,117955979785
2024-09-04,PEP,243858320000
2024-09-04,QCOM,174257820000
2024-09-04,STX,22586587170
2024-09-04,TMUS,215142297541
2024-09-04,TSLA,824042525200
2024-09-04,TXN,185658972000
2024-09-05,AAPL,3266174227280
2024-09-05,ADI,106701286763
2024-09-05,AMAT,143103170160
2024-09-05,AMD,227370864000
2024-09-05,AMGN,175059686880
2024-09-05,AMZN,1913580519000
2024-09-05,ASML,306638553640
2024-09-05,AVGO,727053375600
2024-09-05,COST,392913524420
2024-09-05,CSCO,193642685042
2024-09-05,GILD,97798458975
2024-09-05,GOOG,1921486973328
2024-09-05,GOOGL,1901797404871
2024-09-05,INTC,97504400000
2024-09-05,KLAC,95110246800
2024-09-05,LRCX,94530586300
2024-09-05,META,1312009426006
2024-09-05,MSFT,3033696527700
2024-09-05,MU,100956172100
2024-09-05,NFLX,287850288000
2024-09-05,NVDA,2596733410000
2024-09-05,PANW,117131351084
2024-09-05,PEP,244923800000
2024-09-05,QCOM,172539800000
2024-09-05,STX,22604525490
2024-09-05,TMUS,213389125901
2024-09-05,TSLA,864454072400
2024-09-05,TXN,183429244150
2024-09-06,AAPL,3243261951920
2024-09-06,ADI,104061275012
2024-09-06,AMAT,138744335250
2024-09-06,AMD,219071110000
2024-09-06,AMGN,173008796480
2024-09-06,AMZN,1843659369000
2024-09-06,ASML,290138809445
2024-09-06,AVGO,651788460000
2024-09-06,COST,388789169720
2024-09-06,CSCO,191159581204
2024-09-06,GILD,97736380481
2024-09-06,GOOG,1843100966282
2024-09-06,GOOGL,1825357824620
2024-09-06,INTC,94941140000
2024-09-06,KLAC,91805358400
2024-09-06,LRCX,91766826600
2024-09-06,META,1269896984770
2024-09-06,MSFT,2984000331000
2024-09-06,MU,97556708200
2024-09-06,NFLX,280355064000
2024-09-06,NVDA,2490645430000
2024-09-06,PANW,114432566245
2024-09-06,PEP,242246440000
2024-09-06,QCOM,166732260000
2024-09-06,STX,21969957420
2024-09-06,TMUS,208865510188
2024-09-06,TSLA,791442875600
2024-09-06,TXN,179697862850
2024-09-09,AAPL,3244583813960
2024-09-09,ADI,106457743244
2024-09-09,AMAT,140967420450
2024-09-09,AMD,225267390000
2024-09-09,AMGN,175901631360
2024-09-09,AMZN,1886795340000
2024-09-09,ASML,288994118012
2024-09-09,AVGO,669962415600
2024-09-09,COST,397574488710
2024-09-09,CSCO,191947868137
2024-09-09,GILD,98295086925
2024-09-09,GOOG,1811722332859
2024-09-09,GOOGL,1798628161272
2024-09-09,INTC,95845820000
2024-09-09,KLAC,92732817200
2024-09-09,LRCX,91829355100
2024-09-09,META,1281370657729
2024-09-09,MSFT,3013862619600
2024-09-09,MU,97432475300
2024-09-09,NFLX,284397432000
2024-09-09,NVDA,2578809870000
2024-09-09,PANW,117240392896
2024-09-09,PEP,243407540000
2024-09-09,QCOM,169451580000
2024-09-09,STX,22723366860
2024-09-09,TMUS,211354581035
2024-09-09,TSLA,812249564400
2024-09-09,TXN,183083408810
2024-09-10,AAPL,3232833929160
2024-09-10,ADI,106535677170
2024-09-10,AMAT,141364399950
2024-09-10,AMD,232914904000
2024-09-10,AMGN,177526152440
2024-09-10,AMZN,1931437305000
2024-09-10,ASML,289595370078
2024-09-10,AVGO,705120931800
2024-09-10,COST,396598834910
2024-09-10,CSCO,192302597257
2024-09-10,GILD,101113450539
2024-09-10,GOOG,1817416525025
2024-09-10,GOOGL,1798023417757
2024-09-10,INTC,95393480000
2024-09-10,KLAC,93203078000
2024-09-10,LRCX,91491701200
2024-09-10,META,1281370657729
2024-09-10,MSFT,3076855706000
2024-09-10,MU,98087521500
2024-09-10,NFLX,283639488000
2024-09-10,NVDA,2618290100000
2024-09-10,PANW,118439852824
2024-09-10,PEP,242888460000
2024-09-10,QCOM,170410720000
2024-09-10,STX,22929657540
2024-09-10,TMUS,212653226694
2024-09-10,TSLA,849431192400
2024-09-10,TXN,181836581400
2024-09-11,AAPL,3270286686960
2024-09-11,ADI,109628679868
2024-09-11,AMAT,147628736460
2024-09-11,AMD,244361716000
2024-09-11,AMGN,178092845840
2024-09-11,AMZN,1984900092000
2024-09-11,ASML,308388351319
2024-09-11,AVGO,752982186600
2024-09-11,COST,399308491600
2024-09-11,CSCO,193563856349
2024-09-11,GILD,100492665602
2024-09-11,GOOG,1843343272332
2024-09-11,GOOGL,1828260593490
2024-09-11,INTC,98710640000
2024-09-11,KLAC,97814246400
2024-09-11,LRCX,95906213300
2024-09-11,META,1299241157204
2024-09-11,MSFT,3142523027200
2024-09-11,MU,102379203500
2024-09-11,NFLX,286966020000
2024-09-11,NVDA,2831677110000
2024-09-11,PANW,116463469987
2024-09-11,PEP,240115480000
2024-09-11,QCOM,175554240000
2024-09-11,STX,22990199370
2024-09-11,TMUS,214860924315
2024-09-11,TSLA,856792403600
2024-09-11,TXN,184211924130
2024-09-12,AAPL,3271902296120
2024-09-12,ADI,107904391750
2024-09-12,AMAT,145461228390
2024-09-12,AMD,245845562000
2024-09-12,AMGN,178136022480
2024-09-12,AMZN,2011577700000
2024-09-12,ASML,308399913858
2024-09-12,AVGO,782907364800
2024-09-12,COST,405796589370
2024-09-12,CSCO,195534573681
2024-09-12,GILD,103248950722
2024-09-12,GOOG,1884414147739
2024-09-12,GOOGL,1870955485624
2024-09-12,INTC,97303360000
2024-09-12,KLAC,95789512400
2024-09-12,LRCX,93517624600
2024-09-12,META,1334195244958
2024-09-12,MSFT,3171939610000
2024-09-12,MU,98494101900
2024-09-12,NFLX,289197744000
2024-09-12,NVDA,2885689940000
2024-09-12,PANW,117615224123
2024-09-12,PEP,242123500000
2024-09-12,QCOM,173888920000
2024-09-12,STX,22561921980
2024-09-12,TMUS,219049056566
2024-09-12,TSLA,863102013200
2024-09-12,TXN,178360026140
2024-09-13,AAPL,3267936710000
2024-09-13,ADI,109799160331
2024-09-13,AMAT,149637452730
2024-09-13,AMD,248356686000
2024-09-13,AMGN,179425924600
2024-09-13,AMZN,2006091579000
2024-09-13,ASML,314639831133
2024-09-13,AVGO,797798590200
2024-09-13,COST,406226764000
2024-09-13,CSCO,196283446267
2024-09-13,GILD,102814401266
2024-09-13,GOOG,1918700453758
2024-09-13,GOOGL,1904458276336
2024-09-13,INTC,98811160000
2024-09-13,KLAC,98166942000
2024-09-13,LRCX,96256372900
2024-09-13,META,1331707590201
2024-09-13,MSFT,3198607673700
2024-09-13,MU,103022955800
2024-09-13,NFLX,293534868000
2024-09-13,NVDA,2884721100000
2024-09-13,PANW,118208138974
2024-09-13,PEP,242273760000
2024-09-13,QCOM,176787420000
2024-09-13,STX,22900507770
2024-09-13,TMUS,219503582546
2024-09-13,TSLA,864904758800
2024-09-13,TXN,181954893490
2024-09-16,AAPL,3177168849920
2024-09-16,ADI,108756794068
2024-09-16,AMAT,148930829220
2024-09-16,AMD,247981648000
2024-09-16,AMGN,180942504080
2024-09-16,AMZN,1988880219000
2024-09-16,ASML,309506063493
2024-09-16,AVGO,780338271600
2024-09-16,COST,402621279730
2024-09-16,CSCO,201131410904
2024-09-16,GILD,103248950722
2024-09-16,GOOG,1926211941295
2024-09-16,GOOGL,1911715198512
2024-09-16,INTC,105093660000
2024-09-16,KLAC,96194459200
2024-09-16,LRCX,94855734500
2024-09-16,META,1353690335295
2024-09-16,MSFT,3204178996200
2024-09-16,MU,98460220200
2024-09-16,NFLX,293282220000
2024-09-16,NVDA,2828528380000
2024-09-16,PANW,117942349558
2024-09-16,PEP,242068860000
2024-09-16,QCOM,175606940000
2024-09-16,STX,22745789760
2024-09-16,TMUS,222771840789
2024-09-16,TSLA,851722181600
2024-09-16,TXN,180626157710
2024-09-17,AAPL,3184071907240
2024-09-17,ADI,109765064239
2024-09-17,AMAT,149732727810
2024-09-17,AMD,245927092000
2024-09-17,AMGN,179614822400
2024-09-17,AMZN,2010286848000
2024-09-17,ASML,310527421169
2024-09-17,AVGO,772964022600
2024-09-17,COST,397920402330
2024-09-17,CSCO,199476008345
2024-09-17,GILD,103112378036
2024-09-17,GOOG,1941840681494
2024-09-17,GOOGL,1926954735081
2024-09-17,INTC,107908220000
2024-09-17,KLAC,96612468800
2024-09-17,LRCX,95793662000
2024-09-17,META,1361407141887
2024-09-17,MSFT,3232481314500
2024-09-17,MU,100210774700
2024-09-17,NFLX,297661452000
2024-09-17,NVDA,2799705390000
2024-09-17,PANW,115154968247
2024-09-17,PEP,241604420000
2024-09-17,QCOM,177809800000
2024-09-17,STX,22887054030
2024-09-17,TMUS,219362895933
2024-09-17,TSLA,855815916400
2024-09-17,TXN,183283629270
2024-09-18,AAPL,3241352595640
2024-09-18,ADI,108445058363
2024-09-18,AMAT,147787528260
2024-09-18,AMD,241801674000
2024-09-18,AMGN,179679587360
2024-09-18,AMZN,2005446153000
2024-09-18,ASML,303647710029
2024-09-18,AVGO,769157958600
2024-09-18,COST,395813877080
2024-09-18,CSCO,199318350958
2024-09-18,GILD,104155296730
2024-09-18,GOOG,1948261791809
2024-09-18,GOOGL,1932881221524
2024-09-18,INTC,104390020000
2024-09-18,KLAC,95489068000
2024-09-18,LRCX,94530586300
2024-09-18,META,1365544771737
2024-09-18,MSFT,3200241928300
2024-09-18,MU,98652216500
2024-09-18,NFLX,290755740000
2024-09-18,NVDA,2745934770000
2024-09-18,PANW,112367586936
2024-09-18,PEP,239336860000
2024-09-18,QCOM,177388200000
2024-09-18,STX,22631432970
2024-09-18,TMUS,212848023543
2024-09-18,TSLA,853299584000
2024-09-18,TXN,182664766030
2024-09-19,AAPL,3361495167720
2024-09-19,ADI,113710469255
2024-09-19,AMAT,156179674890
2024-09-19,AMD,255580244000
2024-09-19,AMGN,181314902600
2024-09-19,AMZN,2042450577000
2024-09-19,ASML,319187763427
2024-09-19,AVGO,796514043600
2024-09-19,COST,399459274460
2024-09-19,CSCO,202747399116
2024-09-19,GILD,104167712429
2024-09-19,GOOG,1977701976835
2024-09-19,GOOGL,1961062269307
2024-09-19,INTC,106249640000
2024-09-19,KLAC,100897067200
2024-09-19,LRCX,98682478700
2024-09-19,META,1419232422861
2024-09-19,MSFT,3258777956700
2024-09-19,MU,100798057500
2024-09-19,NFLX,296566644000
2024-09-19,NVDA,2854929270000
2024-09-19,PANW,113676088676
2024-09-19,PEP,238585560000
2024-09-19,QCOM,183311680000
2024-09-19,STX,23346723480
2024-09-19,TMUS,216051349502
2024-09-19,TSLA,916095222400
2024-09-19,TXN,188935306800
2024-09-20,AAPL,3351654639200
2024-09-20,ADI,110461598704
2024-09-20,AMAT,152567161440
2024-09-20,AMD,254292070000
2024-09-20,AMGN,182086685040
2024-09-20,AMZN,2061060360000
2024-09-20,ASML,306515219882
2024-09-20,AVGO,814021938000
2024-09-20,COST,402226583420
2024-09-20,CSCO,204836359488
2024-09-20,GILD,104217375224
2024-09-20,GOOG,1994663400307
2024-09-20,GOOGL,1978599831232
2024-09-20,INTC,109767840000
2024-09-20,KLAC,99133589200
2024-09-20,LRCX,96694072400
2024-09-20,META,1424943875108
2024-09-20,MSFT,3233372726100
2024-09-20,MU,102661551000
2024-09-20,NFLX,295177080000
2024-09-20,NVDA,2809636000000
2024-09-20,PANW,115897815589
2024-09-20,PEP,233831880000
2024-09-20,QCOM,178041680000
2024-09-20,STX,23485745460
2024-09-20,TMUS,215834908559
2024-09-20,TSLA,894800290000
2024-09-20,TXN,185021906900
2024-09-23,AAPL,3326245513320
2024-09-23,ADI,110086541684
2024-09-23,AMAT,154059804360
2024-09-23,AMD,255596550000
2024-09-23,AMGN,181131401880
2024-09-23,AMZN,2085586548000
2024-09-23,ASML,309683355768
2024-09-23,AVGO,822775885200
2024-09-23,COST,406705721320
2024-09-23,CSCO,205703475114
2024-09-23,GILD,104279453717
2024-09-23,GOOG,1975642375414
2024-09-23,GOOGL,1957554756922
2024-09-23,INTC,113386560000
2024-09-23,KLAC,99447096400
2024-09-23,LRCX,98057193700
2024-09-23,META,1432711450165
2024-09-23,MSFT,3220298689300
2024-09-23,MU,105677022300
2024-09-23,NFLX,297029832000
2024-09-23,NVDA,2815933460000
2024-09-23,PANW,117281283575
2024-09-23,PEP,235102260000
2024-09-23,QCOM,174921840000
2024-09-23,STX,23741366520
2024-09-23,TMUS,219103166801
2024-09-23,TSLA,938930000000
2024-09-23,TXN,185522458050
2024-09-24,AAPL,3339464133720
2024-09-24,ADI,110729496576
2024-09-24,AMAT,156235252020
2024-09-24,AMD,258156592000
2024-09-24,AMGN,178600171360
2024-09-24,AMZN,2086447116000
2024-09-24,ASML,313730244674
2024-09-24,AVGO,831815287200
2024-09-24,COST,399814057660
2024-09-24,CSCO,207004148553
2024-09-24,GILD,104031139742
2024-09-24,GOOG,1982548097827
2024-09-24,GOOGL,1962876499851
2024-09-24,INTC,114643060000
2024-09-24,KLAC,100622748400
2024-09-24,LRCX,98932592700
2024-09-24,META,1429969953086
2024-09-24,MSFT,3188059303100
2024-09-24,MU,106162660000
2024-09-24,NFLX,304146084000
2024-09-24,NVDA,2927592270000
2024-09-24,PANW,117056384838
2024-09-24,PEP,232110720000
2024-09-24,QCOM,175965300000
2024-09-24,STX,23909538270
2024-09-24,TMUS,217999317991
2024-09-24,TSLA,954966924400
2024-09-24,TXN,186514459420
2024-09-25,AAPL,3324776777720
2024-09-25,ADI,110393406519
2024-09-25,AMAT,156656050290
2024-09-25,AMD,264189812000
2024-09-25,AMGN,168853044880
2024-09-25,AMZN,2071064463000
2024-09-25,ASML,315341291876
2024-09-25,AVGO,835050441600
2024-09-25,COST,402865193180
2024-09-25,CSCO,207516535060
2024-09-25,GILD,102069459342
2024-09-25,GOOG,1974673151215
2024-09-25,GOOGL,1953200603617
2024-09-25,INTC,118312040000
2024-09-25,KLAC,100857878800
2024-09-25,LRCX,100520816600
2024-09-25,META,1442611300727
2024-09-25,MSFT,3209898887300
2024-09-25,MU,108161680300
2024-09-25,NFLX,303851328000
2024-09-25,NVDA,2991535710000
2024-09-25,PANW,116034117854
2024-09-25,PEP,231400400000
2024-09-25,QCOM,177356580000
2024-09-25,STX,24162917040
2024-09-25,TMUS,220023040810
2024-09-25,TSLA,965295154400
2024-09-25,TXN,186623670580
2024-09-26,AAPL,3341667237120
2024-09-26,ADI,113228253086
2024-09-26,AMAT,166421745990
2024-09-26,AMD,273109194000
2024-09-26,AMGN,172220822800
2024-09-26,AMZN,2056327236000
2024-09-26,ASML,328545712248
2024-09-26,AVGO,847277422200
2024-09-26,COST,399769709760
2024-09-26,CSCO,208304821992
2024-09-26,GILD,103099962337
2024-09-26,GOOG,1984850005298
2024-09-26,GOOGL,1968198242780
2024-09-26,INTC,120221920000
2024-09-26,KLAC,105103288800
2024-09-26,LRCX,105985807500
2024-09-26,META,1441418241813
2024-09-26,MSFT,3203956143300
2024-09-26,MU,124097373200
2024-09-26,NFLX,299556312000
2024-09-26,NVDA,3004372840000
2024-09-26,PANW,115427572777
2024-09-26,PEP,231796540000
2024-09-26,QCOM,181983640000
2024-09-26,STX,24835604040
2024-09-26,TMUS,219958108527
2024-09-26,TSLA,954779138400
2024-09-26,TXN,190446061180
2024-09-27,AAPL,3345632823240
2024-09-27,ADI,113028547400
2024-09-27,AMAT,162698078280
2024-09-27,AMD,267989110000
2024-09-27,AMGN,174147580360
2024-09-27,AMZN,2022012087000
2024-09-27,ASML,324344656146
2024-09-27,AVGO,821586490200
2024-09-27,COST,392753871980
2024-09-27,CSCO,208974865885
2024-09-27,GILD,103807657165
2024-09-27,GOOG,2002538346919
2024-09-27,GOOGL,1982953984537
2024-09-27,INTC,120171660000
2024-09-27,KLAC,102203347200
2024-09-27,LRCX,103434644700
2024-09-27,META,1440199798667
2024-09-27,MSFT,3179516608600
2024-09-27,MU,121409425000
2024-09-27,NFLX,297871992000
2024-09-27,NVDA,2940429400000
2024-09-27,PANW,114412120905
2024-09-27,PEP,232220000000
2024-09-27,QCOM,179317020000
2024-09-27,STX,24382661460
2024-09-27,TMUS,222046763629
2024-09-27,TSLA,978214831200
2024-09-27,TXN,190336850020
2024-09-30,AAPL,3422153948000
2024-09-30,ADI,112112823767
2024-09-30,AMAT,160419415950
2024-09-30,AMD,267548848000
2024-09-30,AMGN,173899314680
2024-09-30,AMZN,2004370443000
2024-09-30,ASML,321149541001
2024-09-30,AVGO,820682550000
2024-09-30,COST,393153003080
2024-09-30,CSCO,209763152818
2024-09-30,GILD,104093218236
2024-09-30,GOOG,2025557421631
2024-09-30,GOOGL,2005934238094
2024-09-30,INTC,117909960000
2024-09-30,KLAC,101158323200
2024-09-30,LRCX,102059017700
2024-09-30,META,1453094988629
2024-09-30,MSFT,3196453429000
2024-09-30,MU,117129036900
2024-09-30,NFLX,298672044000
2024-09-30,NVDA,2941398240000
2024-09-30,PANW,116470285101
2024-09-30,PEP,232288300000
2024-09-30,QCOM,179232700000
2024-09-30,STX,24559802370
2024-09-30,TMUS,223323765194
